IP Address,Country,ORPort,Bandwidth (MiB/s),Flags,Nickname
185.220.101.193,de,443,13.86,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ForPrivacyNET
116.202.237.212,de,8000,59.40,"Fast, Guard, Running, Stable, V2Dir, Valid",Nightingali
149.102.138.67,de,9001,0.10,"Running, Stable, Valid",rem023
84.19.176.161,de,9001,20.49,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Kamacuras
194.164.53.4,de,24616,8.39,"Fast, Guard, Running, Stable, V2Dir, Valid",gnampf4i30
78.31.64.196,de,9001,4.94,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",AntifaeVVPS
80.142.182.209,de,9001,0.50,"Fast, Running, Stable, V2Dir, Valid",walden
5.189.132.248,de,34983,2.37,"Fast, Running, Stable, Valid",wak580uie
37.120.31.130,de,9001,6.33,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ymy
194.13.81.26,de,9001,10.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",thesergeant
212.132.78.65,de,9111,54.55,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",freeiranandtheworld
194.126.174.190,de,443,6.01,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",overtake
188.68.51.63,de,443,28.30,"Fast, Guard, Running, Stable, V2Dir, Valid",0xcc01N1
79.192.211.41,de,9001,5.16,"Fast, HSDir, Running, Stable, V2Dir, Valid",RonnyH182TorServer
185.220.101.193,de,8443,13.79,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ForPrivacyNET
185.220.101.211,de,8443,28.62,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ForPrivacyNET
195.122.183.2,de,9001,6.13,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",GiantUnicorn
89.58.36.174,de,9000,3.93,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",anion
176.65.149.207,de,8080,31.12,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Famy
148.251.83.53,de,8443,62.91,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",kuro
49.13.133.177,de,837,0.00,"Running, Valid",cashHigh
82.165.96.172,de,9001,15.66,"Fast, Guard, Running, Stable, V2Dir, Valid",TacticalAtom
138.199.152.49,de,38804,0.20,"Running, Stable, Valid",Unnamed
89.58.49.86,de,9001,20.49,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",flowjob01
37.114.33.33,de,9300,19.64,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
159.69.36.3,de,8080,9.18,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",dragonhoard
62.141.35.212,de,9201,23.02,"Fast, Guard, Running, Stable, V2Dir, Valid",Assange045de2
84.247.182.17,de,9001,0.00,"Running, V2Dir, Valid",Unnamed
157.173.113.52,de,9001,8.89,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Oymyakon
5.252.226.201,de,443,7.17,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",HappyBits
89.58.49.77,de,9001,9.18,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",stopthewarinUA
84.247.182.17,de,9001,0.00,"Running, V2Dir, Valid",Unnamed
87.98.243.204,de,9900,39.31,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Abaddon
148.251.151.125,de,9001,43.52,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",LSTorRelay01
168.119.209.97,de,9993,0.00,"Fast, Running, Stable, V2Dir, Valid",frisbeechampion
37.114.53.36,de,9001,0.98,"Fast, Running, Stable, V2Dir, Valid",supermid
188.68.43.192,de,9001,24.98,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Piratenpartei03
212.95.42.71,de,33507,0.18,"Running, Stable, V2Dir, Valid",Unnamed
94.16.107.178,de,443,5.04,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",GermanCraft30
94.16.105.206,de,9001,20.97,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",incognito
92.60.38.166,de,443,4.95,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
88.99.142.177,de,9001,70.86,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",janiTORX5
217.154.85.211,de,31337,34.09,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ViDiSrv
46.4.66.188,de,8000,57.64,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",masterchief
185.220.101.202,de,8443,35.21,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ForPrivacyNET
159.69.206.86,de,9000,7.12,"Fast, Running, Stable, Valid",Middle
185.220.101.192,de,443,28.41,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ForPrivacyNET
128.0.64.148,de,9001,31.05,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Gabara
185.220.101.168,de,11168,22.54,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",relayon1168
161.97.168.99,de,9001,12.10,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",einfachzocken
84.247.182.35,de,9001,0.00,"Running, V2Dir, Valid",Unnamed
57.129.44.38,de,9100,35.42,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
37.221.192.121,de,443,19.39,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",fokaia
84.247.182.29,de,9001,0.00,"Running, V2Dir, Valid",Unnamed
212.193.3.59,de,443,31.17,"Fast, Running, Stable, Valid",verySuperAwesome1
45.14.233.250,de,443,41.13,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",mikrogravitationD
207.180.216.146,de,9001,9.59,"Fast, Running, V2Dir, Valid",Pivo
88.99.2.111,de,9001,75.98,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",4mnesia
212.132.119.221,de,443,11.84,"Fast, Running, Valid",torricelli
188.245.58.41,de,9001,5.10,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bobross
185.162.251.94,de,9001,25.16,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Piratenpartei04
109.205.195.227,de,9001,8.29,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",mesopotamian
91.65.103.214,de,9001,6.53,"Fast, Guard, Running, Stable, V2Dir, Valid",AGA43
136.243.7.11,de,9001,10.49,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NHRelay2
116.202.179.148,de,443,0.31,"Running, Stable, V2Dir, Valid",Void
45.89.127.221,de,9001,8.57,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",apalaris
138.201.78.61,de,9001,28.45,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Diamondback
194.59.204.74,de,9001,21.12,"Fast, Guard, Running, Stable, V2Dir, Valid",aieternal07
84.247.182.38,de,9001,0.00,"Running, V2Dir, Valid",Unnamed
212.227.171.107,de,9001,49.87,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",HendrikDeRelay
77.90.4.45,de,9001,35.26,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TornadoSteven
37.230.128.47,de,443,33.73,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",GermanCraft28
94.16.118.250,de,1993,9.37,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",philotes2
87.106.71.19,de,443,13.22,"Fast, Running, V2Dir, Valid",tor1
141.95.52.206,de,443,11.95,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ioexploitR08
85.215.151.54,de,9001,27.06,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",RelayImmerscharf
87.106.159.26,de,443,11.41,"Fast, Running, Stable, V2Dir, Valid",Ra
146.0.36.87,de,9008,26.79,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Kanellos
87.153.193.181,de,9001,4.60,"Fast, Guard, Running, Stable, V2Dir, Valid",policeisspyingyou
159.69.212.6,de,9001,27.44,"Fast, Running, Stable, Valid",myNiceRelay
213.206.184.75,de,9001,6.55,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",whatconfig
185.220.101.146,de,11146,23.42,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",relayon1146
176.9.161.22,de,443,80.41,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NixOS
161.97.184.202,de,9001,10.38,"Fast, Running, Stable, Valid",ContaboRelayNode
84.247.182.33,de,9001,0.00,"Running, V2Dir, Valid",Unnamed
46.165.252.48,de,9001,0.26,"Fast, HSDir, Running, Stable, V2Dir, Valid",XORJSRFL
89.58.12.210,de,9001,21.58,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",flowjob08
49.13.76.37,de,443,13.11,"Fast, Running, Stable, Valid",WOTNoob
176.65.149.65,de,8443,13.11,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Famy
78.46.177.87,de,9001,5.24,"Fast, Running, Stable, Valid",Applejack
62.171.142.3,de,9001,9.62,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TerminaTor
51.75.71.108,de,443,0.79,"Fast, HSDir, Running, Stable, V2Dir, Valid",YeJunPeacemist
185.212.44.101,de,443,0.26,"Running, Stable, V2Dir, Valid",mmsx76xsaa
49.13.4.123,de,9001,7.14,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Desperado
45.14.233.210,de,443,61.33,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",mikrogravitation7
78.47.14.99,de,9001,0.40,"Fast, HSDir, Running, Stable, V2Dir, Valid",whatnick2
185.26.156.186,de,46523,0.70,"Fast, Running, Valid",camouflage
46.142.7.175,de,9001,0.91,"Fast, Running, V2Dir, Valid",omue
83.236.208.78,de,443,0.24,"Running, Stable, V2Dir, Valid",flurri
45.82.122.254,de,9001,3.93,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",mercury
136.243.176.179,de,9002,69.47,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Beanbag
78.46.80.124,de,443,45.15,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",toxxicrelay
46.228.205.226,de,443,31.40,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bubbleteasback
151.189.64.113,de,9001,1.52,"Fast, HSDir, Running, Stable, V2Dir, Valid",RoteServerPaul
91.7.45.142,de,9001,4.14,"Fast, Guard, Running, Stable, V2Dir, Valid",Hertha
46.128.226.217,de,9001,0.31,"Running, Stable, V2Dir, Valid",mail12345
91.59.228.29,de,443,4.57,"Fast, Running, V2Dir, Valid",scrat
178.18.246.223,de,9001,8.89,"Fast, Running, V2Dir, Valid",unnamed314
45.91.101.227,de,443,10.30,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",thorion
46.101.165.197,de,443,0.39,"Fast, Running, Stable, Valid",sighif1relay1
93.231.169.69,de,443,4.79,"Fast, Guard, Running, Stable, V2Dir, Valid",DTJan
178.18.246.108,de,25565,2.05,"Fast, Running, Stable, Valid",TeamSnowdenA0uRe0r
136.243.154.74,de,9001,28.19,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Sidewinder
145.239.1.9,de,9001,30.38,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",magic848relay
85.215.77.30,de,9001,6.06,"Running, V2Dir, Valid",lfdy
185.85.241.69,de,443,15.04,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",zgato
82.165.239.31,de,443,3.97,"Fast, Running, Valid",torNode31
80.152.201.148,de,9001,5.28,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TORswabiannet
87.106.134.107,de,9001,14.09,"Fast, Running, V2Dir, Valid",RelayUli
159.69.220.27,de,9001,7.19,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",FxSociety
194.55.13.49,de,993,31.85,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",torrocks
184.174.38.53,de,9001,12.80,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",SafeAndEffective
185.177.206.68,de,443,35.58,"Fast, HSDir, Running, Stable, V2Dir, Valid",as212520
94.16.109.180,de,443,5.06,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",GermanCraft32
84.247.182.32,de,9001,0.00,"Running, V2Dir, Valid",Unnamed
217.160.255.113,de,9001,11.09,"Fast, Running, V2Dir, Valid",TARDIS42
148.251.10.237,de,8443,85.71,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Elektra
109.250.190.102,de,9001,1.25,"Fast, Running, V2Dir, Valid",DETL0001
194.59.206.112,de,14031,16.70,"Fast, Running, Stable, Valid",Stirnlappenbasilisk
84.247.182.35,de,9001,0.00,"Running, V2Dir, Valid",Unnamed
185.220.101.198,de,8443,28.77,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ForPrivacyNET
45.140.42.123,de,9001,15.89,"Fast, Running, Valid",Unnamed
80.92.204.251,de,9001,25.10,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Assange033de
84.247.182.20,de,9001,0.00,"Running, V2Dir, Valid",Unnamed
37.120.184.36,de,9001,28.50,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Piratenpartei12
195.52.58.160,de,9001,0.26,"Running, V2Dir, Valid",Unnamed
185.220.101.211,de,443,15.08,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ForPrivacyNET
89.58.0.34,de,9001,2.62,"Fast, Guard, Running, Stable, V2Dir, Valid",jugendhackerassange
80.255.0.180,de,9001,0.20,"Running, Stable, Valid",HefeweizeIstGut
85.214.12.222,de,9001,4.19,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",vipertorrely1
94.130.51.212,de,9090,86.27,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",gaara
178.63.19.126,de,9001,14.61,"Fast, Running, V2Dir, Valid",rofltor05
89.58.58.209,de,443,12.58,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",queerfeminism
137.226.34.45,de,9002,83.44,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",FTPhalifaxRWTH
24.134.30.65,de,9001,6.34,"Fast, Guard, Running, Stable, V2Dir, Valid",MZTE
167.235.183.173,de,443,31.46,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",onionjam
178.254.20.235,de,9002,45.83,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",jack
116.203.196.19,de,9001,0.52,"Fast, HSDir, Running, Stable, V2Dir, Valid",AndalusianNode
82.198.225.82,de,443,5.99,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",LiegenderHut
94.16.122.152,de,9001,10.24,"Fast, Guard, Running, Stable, V2Dir, Valid",rizwovon
84.247.182.25,de,9001,0.00,"Running, V2Dir, Valid",Unnamed
185.220.101.144,de,11144,24.65,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",relayon1144
176.118.193.57,de,9002,9.35,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",wordpress
185.220.101.150,de,11150,27.12,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",relayon1150
152.53.32.145,de,9001,5.24,"Fast, Guard, Running, Stable, V2Dir, Valid",Elenore
94.130.185.68,de,9001,10.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",torthias
85.215.145.68,de,9001,53.08,"Fast, Guard, Running, Stable, V2Dir, Valid",Hattorren
173.212.200.241,de,9001,10.19,"Fast, Running, V2Dir, Valid",dontstopmenow
217.160.126.155,de,9002,58.59,"Fast, Running, Stable, Valid",TorZurFreiheit2
77.90.4.222,de,443,5.91,"Running, V2Dir, Valid",unfixed8
49.13.133.38,de,443,8.39,"Fast, Running, Stable, Valid",vielschichtig
212.132.109.56,de,9001,14.54,"Fast, Running, V2Dir, Valid",strator
84.46.83.130,de,9001,8.39,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",zerberusTor
164.68.106.94,de,9050,11.03,"Fast, Running, V2Dir, Valid",onemoretorserver1
178.254.38.159,de,9001,1.42,"Fast, Running, Stable, V2Dir, Valid",C00010FFD00D
217.225.85.194,de,9001,7.44,"Fast, Guard, Running, Stable, V2Dir, Valid",ganymede
178.236.254.48,de,9200,12.68,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
91.228.52.8,de,9001,1.19,"Fast, HSDir, Running, Stable, V2Dir, Valid",LEGENDFUNPARK
185.220.101.139,de,11139,17.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",relayon1139
178.254.41.111,de,9001,4.10,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",millemille
185.220.101.202,de,443,34.92,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ForPrivacyNET
157.90.92.115,de,9001,20.48,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",SODrelay
138.201.196.252,de,9993,98.73,"Fast, Guard, Running, Stable, V2Dir, Valid",churrodawg
46.4.32.184,de,443,8.39,"Fast, Running, Stable, V2Dir, Valid",arbitraryMay0
137.226.34.45,de,9004,78.32,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",FTPhalifaxRWTH
84.247.182.38,de,9001,0.00,"Running, V2Dir, Valid",Unnamed
192.68.11.203,de,443,17.12,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",systemli01
128.0.64.148,de,443,29.50,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Gojira
202.61.197.87,de,9001,24.37,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",torbogen
188.40.128.246,de,9001,10.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",sputnik
45.14.233.190,de,443,39.58,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",mikrogravitation2
57.129.44.38,de,9000,31.42,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
178.63.40.99,de,9090,57.12,"Fast, Guard, Running, Stable, V2Dir, Valid",MichaelAngelo
185.216.179.175,de,9001,21.20,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Roentgen
185.220.101.206,de,8443,34.32,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ForPrivacyNET
51.89.40.51,de,443,15.01,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",norderney
138.246.18.152,de,9001,10.81,"Fast, HSDir, Running, Stable, V2Dir, Valid",thedoctor
46.4.96.24,de,9993,73.21,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ChuckyHorror
144.76.166.199,de,9002,53.04,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",justinjoker
91.200.100.207,de,9001,1.56,"Fast, HSDir, Running, Stable, V2Dir, Valid",NOS
95.179.162.106,de,443,0.49,"Fast, Running, Stable, V2Dir, Valid",Unnamed
194.55.14.114,de,9001,10.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",rivon
138.201.247.18,de,9001,26.21,"Fast, Running, Stable, Valid",BeerWienerInvader
45.86.153.182,de,443,10.49,"Fast, Running, Stable, Valid",sleepyrelay
212.227.49.169,de,443,22.09,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",PommespanzerDE2
5.9.156.17,de,443,6.54,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Yahta4ee
85.215.77.30,de,4433,44.94,"Fast, Guard, Running, Stable, V2Dir, Valid",Unnamed
185.220.101.142,de,11142,28.52,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",relayon1142
46.128.27.5,de,9005,3.67,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Nightosphere
167.235.112.134,de,9001,24.85,"Fast, Guard, Running, Stable, V2Dir, Valid",jhsfifthtorrelay
162.19.252.137,de,9000,49.21,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
217.160.250.166,de,9001,12.16,"Fast, Running, V2Dir, Valid",TARDIS42
173.249.55.230,de,9443,5.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",astarseran
185.244.194.156,de,4711,5.00,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",makeitfoss
89.58.15.141,de,9001,24.39,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ChomelesNetcup
45.12.138.199,de,9001,24.36,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Assange048de
84.247.182.22,de,9001,0.00,"Running, V2Dir, Valid",Unnamed
185.220.101.135,de,11135,26.50,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",relayon1135
5.9.122.206,de,12249,5.09,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",idideditheconfig
46.20.35.112,de,9001,37.09,"Fast, Running, Stable, V2Dir, Valid",HandStanderd
93.239.102.53,de,9001,0.41,"Fast, Running, Stable, V2Dir, Valid",jens723
82.149.227.236,de,9001,21.39,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",7d8d64935ed96451d1f
176.95.237.39,de,51348,2.05,"Fast, HSDir, Running, Stable, V2Dir, Valid",k3mn9wx5
82.165.20.161,de,9001,3.28,"Fast, Guard, HSDir, Running, Stable, StaleDesc, V2Dir, Valid",ChillOutZwiebel
202.61.236.157,de,443,6.29,"Fast, Guard, Running, Stable, V2Dir, Valid",Vendetta6
188.245.217.208,de,444,12.58,"Fast, Running, Stable, Valid",AvyAndCal
185.228.138.86,de,8080,7.17,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Mewtwo
188.68.32.21,de,9001,26.87,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",RoentgenTwo
217.85.167.177,de,9002,0.61,"Fast, Running, Stable, V2Dir, Valid",rathergonaked
87.106.235.75,de,9001,28.78,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",limette
185.220.101.197,de,8443,29.10,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ForPrivacyNET
217.154.198.17,de,37801,12.22,"Fast, HSDir, Running, Stable, V2Dir, Valid",construct
195.90.217.102,de,443,6.29,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",FatalFurry
162.55.131.67,de,9100,71.07,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",punkpop
185.207.106.241,de,443,16.89,"Fast, HSDir, Running, Stable, V2Dir, Valid",g10de
152.53.176.153,de,9000,0.04,"Running, Stable, V2Dir, Valid",Unnamed
176.65.149.65,de,8080,13.11,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Famy
144.76.175.205,de,443,35.44,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",luraleen2
89.58.26.150,de,443,7.82,"Fast, Running, V2Dir, Valid",NetWorkXXIV
49.13.10.149,de,9001,2.05,"Fast, Running, Stable, V2Dir, Valid",dreamwriter
89.58.56.112,de,587,20.97,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TorRelay3b
78.47.85.83,de,9001,12.51,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ShadowScopeBzulin
185.220.101.194,de,8443,31.84,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ForPrivacyNET
93.186.200.169,de,9001,5.12,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",vps2249555
185.220.101.152,de,11152,20.36,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",relayon1152
2.243.121.31,de,9001,0.10,"Running, Valid",simpletorrelay
45.9.60.140,de,9001,49.92,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",catgirl
213.128.141.195,de,9001,8.01,"Fast, Guard, Running, Stable, V2Dir, Valid",TorSL
185.220.101.179,de,11179,24.22,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",relayon1179
185.220.101.203,de,443,33.97,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ForPrivacyNET
195.201.7.164,de,9001,3.00,"Fast, Running, Stable, Valid",DigitalOnionLibya17
185.220.101.205,de,443,32.25,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ForPrivacyNET
202.61.204.53,de,443,17.39,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",mullbinde8
91.1.20.220,de,9001,2.72,"Fast, Running, V2Dir, Valid",ACAB
212.227.135.114,de,443,24.61,"Fast, Running, V2Dir, Valid",PommespanzerDE7
217.160.251.63,de,29001,16.64,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",viennaOnTheGo
77.90.52.145,de,443,89.45,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",rexIndex2
142.132.205.43,de,9993,67.72,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Bluejaybrd
194.55.13.207,de,443,13.11,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",cookieandtea
78.47.189.21,de,1984,0.59,"Fast, HSDir, Running, Stable, V2Dir, Valid",ReDHumus
84.247.182.21,de,9001,0.00,"Running, V2Dir, Valid",Unnamed
84.247.182.15,de,9001,0.00,"Running, V2Dir, Valid",Unnamed
178.63.3.190,de,8000,60.88,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Vanbo
144.76.201.253,de,4080,60.75,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",freeassange
185.56.107.21,de,443,15.04,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",makethelabglow2
185.232.68.247,de,9001,17.32,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",CryptoThorn
8.209.111.42,de,19583,4.61,"Fast, HSDir, Running, Stable, V2Dir, Valid",zfdvst
51.38.112.15,de,9000,36.29,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
91.219.23.77,de,9100,33.89,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
87.106.129.242,de,9001,48.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",DontMentionTheWar
212.53.233.118,de,443,12.97,"Fast, Running, Valid",Mistralis
2.58.52.163,de,9004,20.48,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",SomeTorinAS200462
217.82.113.188,de,9321,7.47,"Fast, Running, V2Dir, Valid",motor
93.177.65.182,de,443,32.64,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",opsfi
185.243.10.170,de,45531,12.58,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",nognu2
